Rxn name	Formula	Gene-reaction association	LB	UB	Objective
EX_chor_e	chor_e[e]  -> 		  0.00	  0.00	  0.00
EX_cinnm_e	cinnm_e[e]  -> 		  0.00	  0.00	  0.00
EX_cit_e	cit_e[e]  -> 		  0.00	  0.00	  0.00
EX_cl_e	cl_e[e]  -> 		  0.00	  0.00	  0.00
EX_cm_e	cm_e[e]  -> 		  0.00	  0.00	  0.00
EX_cmcbtt_e	cmcbtt_e[e]  -> 		  0.00	  0.00	  0.00
EX_co2_e	co2_e[e]  -> 		  0.00	100.00	  0.00
EX_co_e	co_e[e]  -> 		  0.00	  0.00	  0.00
EX_cobalt2_e	cobalt2_e[e]  -> 		  0.00	  0.00	  0.00
EX_confrl_e	confrl_e[e]  -> 		  0.00	  0.00	  0.00
EX_creat_e	creat_e[e]  -> 		  0.00	  0.00	  0.00
EX_crn_e	crn_e[e]  -> 		  0.00	  0.00	  0.00
EX_cro2_e	cro2_e[e]  -> 		  0.00	  0.00	  0.00
EX_cro4_e	cro4_e[e]  -> 		  0.00	  0.00	  0.00
EX_crtn_e	crtn_e[e]  -> 		  0.00	  0.00	  0.00
EX_csn_e	csn_e[e]  -> 		  0.00	  0.00	  0.00
EX_cu2_e	cu2_e[e]  -> 		  0.00	  0.00	  0.00
EX_cu_e	cu_e[e]  -> 		  0.00	  0.00	  0.00
EX_cyan_e	cyan_e[e]  -> 		  0.00	  0.00	  0.00
EX_cys__D_e	cys__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_cys__L_e	cys__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_dag181d9_e	dag181d9_e[e]  -> 		  0.00	  0.00	  0.00
EX_dag182d9d12_e	dag182d9d12_e[e]  -> 		  0.00	  0.00	  0.00
EX_dca_e	dca_e[e]  -> 		  0.00	  0.00	  0.00
EX_ddca_e	ddca_e[e]  -> 		  0.00	  0.00	  0.00
EX_dgudbutn_e	dgudbutn_e[e]  -> 		  0.00	  0.00	  0.00
EX_dmanur_e	dmanur_e[e]  -> 		  0.00	  0.00	  0.00
EX_dmgly_e	dmgly_e[e]  -> 		  0.00	  0.00	  0.00
EX_dmso2_e	dmso2_e[e]  -> 		  0.00	  0.00	  0.00
EX_dopa_e	dopa_e[e]  -> 		  0.00	  0.00	  0.00
EX_ecto__L_e	ecto__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_enter_e	enter_e[e]  -> 		  0.00	  0.00	  0.00
EX_etha_e	etha_e[e]  -> 		  0.00	  0.00	  0.00
EX_ethso3_e	ethso3_e[e]  -> 		  0.00	  0.00	  0.00
EX_etoh_e	etoh_e[e]  -> 		  0.00	  0.00	  0.00
EX_fald_e	fald_e[e]  -> 		  0.00	  0.00	  0.00
EX_fcmcbtt_e	fcmcbtt_e[e]  -> 		  0.00	  0.00	  0.00
EX_fe2_e	fe2_e[e]  -> 		  0.00	  0.00	  0.00
EX_fe3_e	fe3_e[e]  -> 		  0.00	  0.00	  0.00
EX_fe3dcit_e	fe3dcit_e[e]  -> 		  0.00	  0.00	  0.00
EX_fe3mcbtt_e	fe3mcbtt_e[e]  -> 		  0.00	  0.00	  0.00
EX_fe3pyovd_e	fe3pyovd_e[e]  -> 		  0.00	  0.00	  0.00
EX_fe3pyovd_kt_e	fe3pyovd_kt_e[e]  -> 		  0.00	  0.00	  0.00
EX_fecrm_e	fecrm_e[e]  -> 		  0.00	  0.00	  0.00
EX_fecrm_un_e	fecrm_un_e[e]  -> 		  0.00	  0.00	  0.00
EX_feenter_e	feenter_e[e]  -> 		  0.00	  0.00	  0.00
EX_feoxam_e	feoxam_e[e]  -> 		  0.00	  0.00	  0.00
EX_feoxam_un_e	feoxam_un_e[e]  -> 		  0.00	  0.00	  0.00
EX_fer_e	fer_e[e]  -> 		  0.00	  0.00	  0.00
EX_for_e	for_e[e]  -> 		  0.00	  0.00	  0.00
EX_fru_e	fru_e[e]  -> 		  0.00	  0.00	  0.00
EX_fum_e	fum_e[e]  -> 		  0.00	  0.00	  0.00
EX_ga_e	ga_e[e]  -> 		  0.00	  0.00	  0.00
EX_galct__D_e	galct__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_galur_e	galur_e[e]  -> 		  0.00	  0.00	  0.00
EX_glc__D_e	glc__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_glcn_e	glcn_e[e]  -> 		  0.00	 10.00	  0.00
EX_glcr_e	glcr_e[e]  -> 		  0.00	  0.00	  0.00
EX_glcur_e	glcur_e[e]  -> 		  0.00	  0.00	  0.00
EX_gln__L_e	gln__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_glu__L_e	glu__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_glutar_e	glutar_e[e]  -> 		  0.00	  0.00	  0.00
EX_gly_e	gly_e[e]  -> 		  0.00	  0.00	  0.00
EX_glyald_e	glyald_e[e]  -> 		  0.00	  0.00	  0.00
EX_glyb_e	glyb_e[e]  -> 		  0.00	  0.00	  0.00
EX_glyc__R_e	glyc__R_e[e]  -> 		  0.00	  0.00	  0.00
EX_glyc_e	glyc_e[e]  -> 		  0.00	  0.00	  0.00
EX_glyclt_e	glyclt_e[e]  -> 		  0.00	  0.00	  0.00
EX_glycol_e	glycol_e[e]  -> 		  0.00	  0.00	  0.00
EX_glygln_e	glygln_e[e]  -> 		  0.00	  0.00	  0.00
EX_glyglu_e	glyglu_e[e]  -> 		  0.00	  0.00	  0.00
EX_glygly_e	glygly_e[e]  -> 		  0.00	  0.00	  0.00
EX_glymet_e	glymet_e[e]  -> 		  0.00	  0.00	  0.00
EX_glyphe_e	glyphe_e[e]  -> 		  0.00	  0.00	  0.00
EX_glyser_e	glyser_e[e]  -> 		  0.00	  0.00	  0.00
EX_gua_e	gua_e[e]  -> 		  0.00	  0.00	  0.00
EX_gudac_e	gudac_e[e]  -> 		  0.00	  0.00	  0.00
EX_gudptn_e	gudptn_e[e]  -> 		  0.00	  0.00	  0.00
EX_h2o2_e	h2o2_e[e]  -> 		  0.00	  0.00	  0.00
EX_h2o_e	h2o_e[e]  -> 		  0.00	100.00	  0.00
EX_h2s_e	h2s_e[e]  -> 		  0.00	  0.00	  0.00
EX_h_e	h_e[e]  -> 		  0.00	100.00	  0.00
EX_hco3_e	hco3_e[e]  -> 		  0.00	  0.00	  0.00
EX_hcys__L_e	hcys__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_hdca_e	hdca_e[e]  -> 		  0.00	  0.00	  0.00
EX_hdcea_e	hdcea_e[e]  -> 		  0.00	  0.00	  0.00
EX_hg2_e	hg2_e[e]  -> 		  0.00	  0.00	  0.00
EX_hgentis_e	hgentis_e[e]  -> 		  0.00	  0.00	  0.00
EX_his__L_e	his__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_hisgly_e	hisgly_e[e]  -> 		  0.00	  0.00	  0.00
EX_hishis_e	hishis_e[e]  -> 		  0.00	  0.00	  0.00
EX_hom__L_e	hom__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_hpta_e	hpta_e[e]  -> 		  0.00	  0.00	  0.00
EX_hxa_e	hxa_e[e]  -> 		  0.00	  0.00	  0.00
EX_hxan_e	hxan_e[e]  -> 		  0.00	  0.00	  0.00
EX_icit_e	icit_e[e]  -> 		  0.00	  0.00	  0.00
EX_ile__L_e	ile__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_ind3ac_e	ind3ac_e[e]  -> 		  0.00	  0.00	  0.00
EX_indole_e	indole_e[e]  -> 		  0.00	  0.00	  0.00
EX_ins_e	ins_e[e]  -> 		  0.00	  0.00	  0.00
EX_isetac_e	isetac_e[e]  -> 		  0.00	  0.00	  0.00
EX_k_e	k_e[e]  -> 		  0.00	  0.00	  0.00
EX_lac__D_e	lac__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_lac__L_e	lac__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_leu__D_e	leu__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_leu__L_e	leu__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_leuleu_e	leuleu_e[e]  -> 		  0.00	  0.00	  0.00
EX_lnlc_e	lnlc_e[e]  -> 		  0.00	  0.00	  0.00
EX_lpspput_e	lpspput_e[e]  -> 		  0.00	  0.00	  0.00
EX_lys__D_e	lys__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_lys__L_e	lys__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_m_xyl_e	m_xyl_e[e]  -> 		  0.00	  0.00	  0.00
EX_mal__D_e	mal__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_mal__L_e	mal__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_man_e	man_e[e]  -> 		  0.00	  0.00	  0.00
EX_manur_e	manur_e[e]  -> 		  0.00	  0.00	  0.00
EX_mcbtt_e	mcbtt_e[e]  -> 		  0.00	  0.00	  0.00
EX_meoh_e	meoh_e[e]  -> 		  0.00	  0.00	  0.00
EX_met__L_e	met__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_mg2_e	mg2_e[e]  -> 		  0.00	  0.00	  0.00
EX_mmet_e	mmet_e[e]  -> 		  0.00	  0.00	  0.00
EX_mn2_e	mn2_e[e]  -> 		  0.00	  0.00	  0.00
EX_mobd_e	mobd_e[e]  -> 		  0.00	  0.00	  0.00
EX_mso3_e	mso3_e[e]  -> 		  0.00	  0.00	  0.00
EX_na1_e	na1_e[e]  -> 		  0.00	  0.00	  0.00
EX_nac_e	nac_e[e]  -> 		  0.00	  0.00	  0.00
EX_nh4_e	nh4_e[e]  -> 		  0.00	  0.00	  0.00
EX_ni2_e	ni2_e[e]  -> 		  0.00	  0.00	  0.00
EX_no2_e	no2_e[e]  -> 		  0.00	  0.00	  0.00
EX_no3_e	no3_e[e]  -> 		  0.00	  0.00	  0.00
EX_no_e	no_e[e]  -> 		  0.00	  0.00	  0.00
EX_nona_e	nona_e[e]  -> 		  0.00	  0.00	  0.00
EX_o2_e	 -> o2_e[e] 		  0.00	100.00	  0.00
EX_o_xyl_e	o_xyl_e[e]  -> 		  0.00	  0.00	  0.00
EX_oaa_e	oaa_e[e]  -> 		  0.00	  0.00	  0.00
EX_ocdca_e	ocdca_e[e]  -> 		  0.00	  0.00	  0.00
EX_ocdcea_e	ocdcea_e[e]  -> 		  0.00	  0.00	  0.00
EX_octa_e	octa_e[e]  -> 		  0.00	  0.00	  0.00
EX_orn__D_e	orn__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_orn_e	orn_e[e]  -> 		  0.00	  0.00	  0.00
EX_orot_e	orot_e[e]  -> 		  0.00	  0.00	  0.00
EX_oxa_e	oxa_e[e]  -> 		  0.00	  0.00	  0.00
EX_5g2oxpt_e	5g2oxpt_e[e]  -> 		  0.00	  0.00	  0.00
EX_p_xyl_e	p_xyl_e[e]  -> 		  0.00	  0.00	  0.00
EX_pac_e	pac_e[e]  -> 		  0.00	  0.00	  0.00
EX_pacald_e	pacald_e[e]  -> 		  0.00	  0.00	  0.00
EX_pb2_e	pb2_e[e]  -> 		  0.00	  0.00	  0.00
EX_pea_e	pea_e[e]  -> 		  0.00	  0.00	  0.00
EX_peamn_e	peamn_e[e]  -> 		  0.00	  0.00	  0.00
EX_pentso3_e	pentso3_e[e]  -> 		  0.00	  0.00	  0.00
EX_phe__D_e	phe__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_phe__L_e	phe__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_phedca_e	phedca_e[e]  -> 		  0.00	  0.00	  0.00
EX_phehpa_e	phehpa_e[e]  -> 		  0.00	  0.00	  0.00
EX_phehxa_e	phehxa_e[e]  -> 		  0.00	  0.00	  0.00
EX_pheme_e	pheme_e[e]  -> 		  0.00	  0.00	  0.00
EX_phenona_e	phenona_e[e]  -> 		  0.00	  0.00	  0.00
EX_pheocta_e	pheocta_e[e]  -> 		  0.00	  0.00	  0.00
EX_phept_e	phept_e[e]  -> 		  0.00	  0.00	  0.00
EX_phpyr_e	phpyr_e[e]  -> 		  0.00	  0.00	  0.00
EX_pi_e	pi_e[e]  -> 		  0.00	  0.00	  0.00
EX_pnto__R_e	pnto__R_e[e]  -> 		  0.00	  0.00	  0.00
EX_ppa_e	ppa_e[e]  -> 		  0.00	  0.00	  0.00
EX_ppi_e	ppi_e[e]  -> 		  0.00	  0.00	  0.00
EX_prealg_MG_14_e	prealg_MG_14_e[e]  -> 		  0.00	  0.00	  0.00
EX_prealg_MG_23_e	prealg_MG_23_e[e]  -> 		  0.00	  0.00	  0.00
EX_prealg_MG_32_e	prealg_MG_32_e[e]  -> 		  0.00	  0.00	  0.00
EX_prealg_MG_41_e	prealg_MG_41_e[e]  -> 		  0.00	  0.00	  0.00
EX_prealginate_G_e	prealginate_G_e[e]  -> 		  0.00	  0.00	  0.00
EX_pro__D_e	pro__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_pro__L_e	pro__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_progly_e	progly_e[e]  -> 		  0.00	  0.00	  0.00
EX_pta_e	pta_e[e]  -> 		  0.00	  0.00	  0.00
EX_ptrc_e	ptrc_e[e]  -> 		  0.00	  0.00	  0.00
EX_ptsla_e	ptsla_e[e]  -> 		  0.00	  0.00	  0.00
EX_pydam_e	pydam_e[e]  -> 		  0.00	  0.00	  0.00
EX_pyovd_e	pyovd_e[e]  -> 		  0.00	  0.00	  0.00
EX_pyovd_kt_e	pyovd_kt_e[e]  -> 		  0.00	  0.00	  0.00
EX_pyr_e	pyr_e[e]  -> 		  0.00	  0.00	  0.00
EX_quin_e	quin_e[e]  -> 		  0.00	  0.00	  0.00
EX_rib__D_e	rib__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_sbo3_e	sbo3_e[e]  -> 		  0.00	  0.00	  0.00
EX_sel_e	sel_e[e]  -> 		  0.00	  0.00	  0.00
EX_ser__D_e	ser__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_ser__L_e	ser__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_sheme_e	sheme_e[e]  -> 		  0.00	  0.00	  0.00
EX_skm_e	skm_e[e]  -> 		  0.00	  0.00	  0.00
EX_so2_e	so2_e[e]  -> 		  0.00	  0.00	  0.00
EX_so3_e	so3_e[e]  -> 		  0.00	  0.00	  0.00
EX_so4_e	so4_e[e]  -> 		  0.00	  0.00	  0.00
EX_spmd_e	spmd_e[e]  -> 		  0.00	  0.00	  0.00
EX_succ_e	succ_e[e]  -> 		  0.00	  0.00	  0.00
EX_sulfac_e	sulfac_e[e]  -> 		  0.00	  0.00	  0.00
EX_tag160_e	tag160_e[e]  -> 		  0.00	  0.00	  0.00
EX_tag180_e	tag180_e[e]  -> 		  0.00	  0.00	  0.00
EX_tag181d9_e	tag181d9_e[e]  -> 		  0.00	  0.00	  0.00
EX_tag182d9d12_e	tag182d9d12_e[e]  -> 		  0.00	  0.00	  0.00
EX_taur_e	taur_e[e]  -> 		  0.00	  0.00	  0.00
EX_tcynt_e	tcynt_e[e]  -> 		  0.00	  0.00	  0.00
EX_thr__L_e	thr__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_thym_e	thym_e[e]  -> 		  0.00	  0.00	  0.00
EX_tmanur_e	tmanur_e[e]  -> 		  0.00	  0.00	  0.00
EX_tnt_e	tnt_e[e]  -> 		  0.00	  0.00	  0.00
EX_tol_e	tol_e[e]  -> 		  0.00	  0.00	  0.00
EX_trp__L_e	trp__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_tsul_e	tsul_e[e]  -> 		  0.00	  0.00	  0.00
EX_ttdca_e	ttdca_e[e]  -> 		  0.00	  0.00	  0.00
EX_ttdcea_e	ttdcea_e[e]  -> 		  0.00	  0.00	  0.00
EX_ttrcyc_e	ttrcyc_e[e]  -> 		  0.00	  0.00	  0.00
EX_tungs_e	tungs_e[e]  -> 		  0.00	  0.00	  0.00
EX_tyr__D_e	tyr__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_tyr__L_e	tyr__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_ura_e	ura_e[e]  -> 		  0.00	  0.00	  0.00
EX_urea_e	urea_e[e]  -> 		  0.00	  0.00	  0.00
EX_uri_e	uri_e[e]  -> 		  0.00	  0.00	  0.00
EX_vacc_e	vacc_e[e]  -> 		  0.00	  0.00	  0.00
EX_val__D_e	val__D_e[e]  -> 		  0.00	  0.00	  0.00
EX_val__L_e	val__L_e[e]  -> 		  0.00	  0.00	  0.00
EX_vanln_e	vanln_e[e]  -> 		  0.00	  0.00	  0.00
EX_vanlt_e	vanlt_e[e]  -> 		  0.00	  0.00	  0.00
EX_xan_e	xan_e[e]  -> 		  0.00	  0.00	  0.00
EX_zn2_e	zn2_e[e]  -> 		  0.00	  0.00	  0.00
FALDep	fald_c[c] + h_p[p]  -> fald_e[e] + h_c[c] 	PP_3425 and PP_3426 and PP_3427	  0.00	999999.00	  0.00
FALDtex	fald_e[e]  -> fald_p[p] 		  0.00	999999.00	  0.00
FALDtpp	fald_p[p]  -> fald_c[c] 		  0.00	999999.00	  0.00
FALDtpp2	fald_c[c] + h_p[p]  -> fald_p[p] + h_c[c] 	PP_3658 or PP_2647	  0.00	999999.00	  0.00
PPAtex	ppa_e[e]  -> ppa_p[p] 		  0.00	999999.00	  0.00
FALGTHLs	fald_c[c] + gthrd_c[c]  -> hmgth_c[c] 	PP_s0001	  0.00	999999.00	  0.00
FBACS	24dab_c[c] + 3hasp__L_c[c] + asp__L_c[c] + gly_c[c] + n5horn_c[c] + orn_c[c] + ser__L_c[c]  -> fbac_kt_c[c] + 6 h2o_c[c] 	PP_4219 and PP_4243 and PP_4221 and PP_4220	  0.00	999999.00	  0.00
FBACabcpp	atp_c[c] + fbac_kt_c[c] + h2o_c[c]  -> adp_c[c] + fbac_kt_p[p] + h_c[c] + pi_c[c] 	PP_4216	  0.00	999999.00	  0.00
FE2t3pp	fe2_c[c] + h_p[p]  -> fe2_p[p] + h_c[c] 	PP_4774	  0.00	999999.00	  0.00
FE2tex	fe2_e[e]  -> fe2_p[p] 		  0.00	999999.00	  0.00
FE3DCITCH	2 cit_c[c] + fe3_c[c]  -> fe3dcit_c[c] 	PP_s0001	  0.00	999999.00	  0.00
FE3DCITtonex	fe3dcit_e[e] + h_p[p]  -> fe3dcit_p[p] + h_c[c] 	(PP_4613 and PP_5306 and PP_5307 and PP_5308) or (PP_0867 and PP_5306 and PP_5307 and PP_5308)	  0.00	999999.00	  0.00
FE3PYOVD2tonex	fe3pyovd_kt_e[e] + h_p[p]  -> fe3pyovd_kt_p[p] + h_c[c] 	(PP_0669 and PP_5306 and PP_5307 and PP_5308) or (PP_4217 and PP_5306 and PP_5307 and PP_5308) or (PP_0535 and PP_5306 and PP_5307 and PP_5308)	  0.00	999999.00	  0.00
FE3PYOVDDR	fe3pyovd_p[p]  -> fe2_p[p] + pyovd_p[p] 		  0.00	999999.00	  0.00
FE3PYOVDDR2	2 fe3pyovd_kt_p[p] + pqqh2_p[p]  -> 2 fe2_p[p] + 2 h_p[p] + pqq_p[p] + 2 pyovd_kt_p[p] 		  0.00	999999.00	  0.00
FE3PYOVDL	fe3_e[e] + pyovd_e[e]  -> fe3pyovd_e[e] 	PP_s0001	  0.00	999999.00	  0.00
FE3PYOVDL2	fe3_e[e] + pyovd_kt_e[e]  -> fe3pyovd_kt_e[e] 	PP_s0001	  0.00	999999.00	  0.00
FE3PYOVDtonex	fe3pyovd_e[e] + h_p[p]  -> fe3pyovd_p[p] + h_c[c] 	(PP_0669 and PP_5306 and PP_5307 and PP_5308) or (PP_4217 and PP_5306 and PP_5307 and PP_5308) or (PP_0535 and PP_5306 and PP_5307 and PP_5308)	  0.00	999999.00	  0.00
FECRMR1	fadh2_c[c] + 2 fecrm_c[c]  -> fad_c[c] + 2 fe2_c[c] + 2 fecrm_un_c[c] + 2 h_c[c] 		  0.00	999999.00	  0.00
FECRMR2	fmnh2_c[c] + 2 fecrm_c[c]  -> fmn_c[c] + 2 fe2_c[c] + 2 fecrm_un_c[c] + 2 h_c[c] 		  0.00	999999.00	  0.00
FECRMUtex	fecrm_un_p[p] + h_p[p]  -> fecrm_un_e[e] + h_c[c] 		  0.00	999999.00	  0.00
FECRMUtpp	fecrm_un_c[c] + h_p[p]  -> fecrm_un_p[p] + h_c[c] 		  0.00	999999.00	  0.00
FECRMexs	fe3_e[e] + fecrm_un_e[e]  -> fecrm_e[e] 	PP_s0001	  0.00	999999.00	  0.00
FECRMtonex	fecrm_e[e] + h_p[p]  -> fecrm_p[p] + h_c[c] 	(PP_0350 and PP_5306 and PP_5307 and PP_5308) or (PP_4755 and PP_5306 and PP_5307 and PP_5308)	  0.00	999999.00	  0.00
FEENTERR1	fadh2_c[c] + 2 feenter_c[c]  -> 2 enter_c[c] + fad_c[c] + 2 fe2_c[c] + 2 h_c[c] 		  0.00	999999.00	  0.00
FEENTERR2	fmnh2_c[c] + 2 feenter_c[c]  -> fmn_c[c] + 2 enter_c[c] + 2 fe2_c[c] + 2 h_c[c] 		  0.00	999999.00	  0.00
FEENTERabcpp	atp_c[c] + feenter_p[p] + h2o_c[c]  -> adp_c[c] + feenter_c[c] + h_c[c] + pi_c[c] 		  0.00	999999.00	  0.00
FEENTERexs	enter_e[e] + fe3_e[e]  -> feenter_e[e] 	PP_s0001	  0.00	999999.00	  0.00
FEENTERtex	enter_p[p] + h_p[p]  -> enter_e[e] + h_c[c] 		  0.00	999999.00	  0.00
FEENTERtonex	feenter_e[e] + h_p[p]  -> feenter_p[p] + h_c[c] 	PP_2242 and PP_5306 and PP_5307 and PP_5308	  0.00	999999.00	  0.00
FEENTERtpp	enter_c[c] + h_p[p]  -> enter_p[p] + h_c[c] 		  0.00	999999.00	  0.00
FEOXAMR1	2 feoxam_c[c] + fadh2_c[c]  -> 2 feoxam_un_c[c] + fad_c[c] + 2 fe2_c[c] + 2 h_c[c] 		  0.00	999999.00	  0.00
FEOXAMR2	2 feoxam_c[c] + fmnh2_c[c]  -> 2 feoxam_un_c[c] + fmn_c[c] + 2 fe2_c[c] + 2 h_c[c] 		  0.00	999999.00	  0.00
FEOXAMUtex	feoxam_un_p[p] + h_p[p]  -> feoxam_un_e[e] + h_c[c] 		  0.00	999999.00	  0.00
FEOXAMUtpp	feoxam_un_c[c] + h_p[p]  -> feoxam_un_p[p] + h_c[c] 		  0.00	999999.00	  0.00
FEOXAMexs	feoxam_un_e[e] + fe3_e[e]  -> feoxam_e[e] 	PP_s0001	  0.00	999999.00	  0.00
GAt1	ga_e[e]  -> ga_p[p] 	PP_2517	  0.00	999999.00	  0.00
FEOXAMtonex	feoxam_e[e] + h_p[p]  -> feoxam_p[p] + h_c[c] 	PP_0160 and PP_5306 and PP_5307 and PP_5308	  0.00	999999.00	  0.00
FERtex	fer_e[e]  -> fer_p[p] 		  0.00	999999.00	  0.00
FERtpp	fer_p[p]  -> fer_c[c] 		  0.00	999999.00	  0.00
FORt2pp	for_p[p] + h_p[p]  -> for_c[c] + h_c[c] 	PP_1156	  0.00	999999.00	  0.00
FORtex	for_e[e]  -> for_p[p] 		  0.00	999999.00	  0.00
FRUtex	fru_e[e]  -> fru_p[p] 	PP_1019 or PP_1445 or PP_3570	  0.00	999999.00	  0.00
FUMt2_2pp	fum_p[p] + 2 h_p[p]  -> fum_c[c] + 2 h_c[c] 	PP_1188	  0.00	999999.00	  0.00
FUMtex	fum_e[e]  -> fum_p[p] 		  0.00	999999.00	  0.00
G3PEabcpp	atp_c[c] + g3pe_p[p] + h2o_c[c]  -> adp_c[c] + g3pe_c[c] + h_c[c] + pi_c[c] 		  0.00	999999.00	  0.00
G3PGabcpp	atp_c[c] + g3pg_p[p] + h2o_c[c]  -> adp_c[c] + g3pg_c[c] + h_c[c] + pi_c[c] 		  0.00	999999.00	  0.00
G5SADs	glu5sa_c[c]  -> 1pyr5c_c[c] + h_c[c] + h2o_c[c] 	PP_s0001	  0.00	999999.00	  0.00
GACH	gudac_c[c] + h2o_c[c]  -> gly_c[c] + urea_c[c] 		  0.00	999999.00	  0.00
GALCTt2rpp	galct__D_p[p] + h_p[p]  -> galct__D_c[c] + h_c[c] 	PP_3600 or PP_4758 or PP_1710	  0.00	999999.00	  0.00
GALCTtex	galct__D_e[e]  -> galct__D_p[p] 		  0.00	999999.00	  0.00
GALURt2rpp	galur_p[p] + h_p[p]  -> galur_c[c] + h_c[c] 	PP_1167 and PP_1169 and PP_1168	  0.00	999999.00	  0.00
GALURtex	galur_e[e]  -> galur_p[p] 	PP_1173	  0.00	999999.00	  0.00
GAt2pp	ga_p[p] + h_p[p]  -> ga_c[c] + h_c[c] 	PP_2519	  0.00	999999.00	  0.00
GCALDtabcpp	atp_c[c] + gcald_p[p] + h2o_c[c]  -> adp_c[c] + gcald_c[c] + h_c[c] + pi_c[c] 	PP_2673 and PP_2676	  0.00	999999.00	  0.00
GLCNt2rpp	glcn_p[p] + h_p[p]  -> glcn_c[c] + h_c[c] 	PP_3417 or PP_0652	  0.00	999999.00	  0.00
GLCNtex	glcn_e[e]  -> glcn_p[p] 	PP_1173	  0.00	999999.00	  0.00
GLCOAS	atp_c[c] + coa_c[c] + glutar_c[c]  -> adp_c[c] + glutcoa_c[c] + pi_c[c] 		  0.00	999999.00	  0.00
GLCRt2rpp	glcr_p[p] + h_p[p]  -> glcr_c[c] + h_c[c] 	PP_3600 or PP_4758 or PP_1710	  0.00	999999.00	  0.00
GLCRtex	glcr_e[e]  -> glcr_p[p] 		  0.00	999999.00	  0.00
GLCURt2rpp	glcur_p[p] + h_p[p]  -> glcur_c[c] + h_c[c] 	PP_1167 and PP_1169 and PP_1168	  0.00	999999.00	  0.00
GLCURtex	glcur_e[e]  -> glcur_p[p] 	PP_1173	  0.00	999999.00	  0.00
GLCtex	glc__D_e[e]  -> glc__D_p[p] 	PP_1019 or PP_1445 or PP_3570	  0.00	999999.00	  0.00
GLGC	atp_c[c] + g1p_c[c] + h_c[c]  -> adpglc_c[c] + ppi_c[c] 		  0.00	999999.00	  0.00
GLUTARt2rpp	glutar_p[p] + h_p[p]  -> glutar_c[c] + h_c[c] 	PP_1400	  0.00	999999.00	  0.00
GLUTARtex	glutar_e[e]  -> glutar_p[p] 		  0.00	999999.00	  0.00
GLUt2rpp	glu__L_p[p] + h_p[p]  -> glu__L_c[c] + h_c[c] 	PP_0137	  0.00	999999.00	  0.00
GLUt4pp	glu__L_p[p] + na1_p[p]  -> glu__L_c[c] + na1_c[c] 	PP_0996	  0.00	999999.00	  0.00
GLXO3r	glx_c[c] + h2o_c[c] + o2_c[c]  -> h_c[c] + h2o2_c[c] + oxa_c[c] 		  0.00	999999.00	  0.00
GLYALDtex	glyald_e[e]  -> glyald_p[p] 		  0.00	999999.00	  0.00
GLYALDtpp	glyald_p[p]  -> glyald_c[c] 	PP_1076	  0.00	999999.00	  0.00
GLYBt2pp	glyb_p[p] + h_p[p]  -> glyb_c[c] + h_c[c] 	PP_2914	  0.00	999999.00	  0.00
GLYBtex	glyb_e[e]  -> glyb_p[p] 		  0.00	999999.00	  0.00
GLYBti4pp	glyb_p[p] + na1_p[p]  -> glyb_c[c] + na1_c[c] 	PP_0229 or PP_5061 or PP_3957 or PP_5374	  0.00	999999.00	  0.00
GLYCAt2rpp	h_p[p] + glyc__R_p[p]  -> h_c[c] + glyc__R_c[c] 	PP_3600	  0.00	999999.00	  0.00
GLYCAtex	glyc__R_e[e]  -> glyc__R_p[p] 		  0.00	999999.00	  0.00
GLYCLTt2rpp	h_p[p] + glyclt_p[p]  -> h_c[c] + glyclt_c[c] 	PP_4735	  0.00	999999.00	  0.00
GLYCLTt4pp	glyclt_p[p] + na1_p[p]  -> glyclt_c[c] + na1_c[c] 	PP_1743	  0.00	999999.00	  0.00
