Rxn name	Formula	Gene-reaction association	LB	UB	Objective
arm_DAGK180	12dgr180_c[c] + atp_c[c]  -> pmet_DAGK180[c] 	PP_1636 or PP_2973	  0.00	999999.00	  0.00
DAGK180No1	1.2077e-05 prot_Q88MD7[c] + pmet_DAGK180[c]  -> adp_c[c] + h_c[c] + pa180_c[c] 	PP_1636	  0.00	999999.00	  0.00
DAGK180No2	1.2077e-05 prot_Q88IM6[c] + pmet_DAGK180[c]  -> adp_c[c] + h_c[c] + pa180_c[c] 	PP_2973	  0.00	999999.00	  0.00
arm_DAGK181	12dgr181_c[c] + atp_c[c]  -> pmet_DAGK181[c] 	PP_1636 or PP_2973	  0.00	999999.00	  0.00
DAGK181No1	1.2077e-05 prot_Q88MD7[c] + pmet_DAGK181[c]  -> adp_c[c] + h_c[c] + pa181_c[c] 	PP_1636	  0.00	999999.00	  0.00
DAGK181No2	1.2077e-05 prot_Q88IM6[c] + pmet_DAGK181[c]  -> adp_c[c] + h_c[c] + pa181_c[c] 	PP_2973	  0.00	999999.00	  0.00
DAGLIPA160exNo1	12dgr160_e[e] + h2o_e[e] + 9.2593e-08 prot_Q88DH1[c]  -> 1ag160_e[e] + h_e[e] + hdca_e[e] 	PP_4854	  0.00	999999.00	  0.00
DAGLIPA180exNo1	12dgr180_e[e] + h2o_e[e] + 9.2593e-08 prot_Q88DH1[c]  -> 1ag180_e[e] + h_e[e] + ocdca_e[e] 	PP_4854	  0.00	999999.00	  0.00
DAGLIPA181d9exNo1	dag181d9_e[e] + h2o_e[e] + 9.2593e-08 prot_Q88DH1[c]  -> 1ag181d9_e[e] + h_e[e] + ocdcea_e[e] 	PP_4854	  0.00	999999.00	  0.00
DAGLIPA182d9d12exNo1	dag182d9d12_e[e] + h2o_e[e] + 9.2593e-08 prot_Q88DH1[c]  -> 1ag182d9d12_e[e] + h_e[e] + lnlc_e[e] 	PP_4854	  0.00	999999.00	  0.00
DALAALADNo1	balaala_c[c] + h2o_c[c] + 4.7893e-07 prot_Q88G81[c]  -> ala__D_c[c] + ala__L_c[c] 	PP_3844	  0.00	999999.00	  0.00
DALADALADNo1	balabala_c[c] + h2o_c[c] + 4.7893e-07 prot_Q88G81[c]  -> 2 ala__D_c[c] 	PP_3844	  0.00	999999.00	  0.00
DALAGLYDNo1	balagly_c[c] + h2o_c[c] + 4.7893e-07 prot_Q88G81[c]  -> ala__D_c[c] + gly_c[c] 	PP_3844	  0.00	999999.00	  0.00
DALALEUDNo1	balaleu_c[c] + h2o_c[c] + 4.7893e-07 prot_Q88G81[c]  -> ala__D_c[c] + leu__L_c[c] 	PP_3844	  0.00	999999.00	  0.00
arm_DAPDC	26dap__M_c[c] + h_c[c]  -> pmet_DAPDC[c] 	PP_5227 or PP_2077	  0.00	999999.00	  0.00
DAPDCNo1	pmet_DAPDC[c] + 1.7749e-05 prot_Q88CF4[c]  -> co2_c[c] + lys__L_c[c] 	PP_5227	  0.00	999999.00	  0.00
DAPDCNo2	pmet_DAPDC[c] + 1.7749e-05 prot_Q88L58[c]  -> co2_c[c] + lys__L_c[c] 	PP_2077	  0.00	999999.00	  0.00
arm_DAPE	26dap_LL_c[c]  -> pmet_DAPE[c] 	PP_3790 or PP_5228	  0.00	999999.00	  0.00
DAPENo1	pmet_DAPE[c] + 2.1701e-06 prot_Q88GD4[c]  -> 26dap__M_c[c] 	PP_3790	  0.00	999999.00	  0.00
DAPENo2	pmet_DAPE[c] + 2.1701e-06 prot_Q88CF3[c]  -> 26dap__M_c[c] 	PP_5228	  0.00	999999.00	  0.00
DASYN120No1	ctp_c[c] + h_c[c] + pa120_c[c] + 3.1141e-05 prot_Q88MH5[c]  -> cdpdddecg_c[c] + ppi_c[c] 	PP_1596	  0.00	999999.00	  0.00
DASYN140No1	ctp_c[c] + h_c[c] + pa140_c[c] + 3.1141e-05 prot_Q88MH5[c]  -> cdpdtdecg_c[c] + ppi_c[c] 	PP_1596	  0.00	999999.00	  0.00
DASYN141No1	ctp_c[c] + h_c[c] + pa141_c[c] + 3.1141e-05 prot_Q88MH5[c]  -> cdpdtdec7eg_c[c] + ppi_c[c] 	PP_1596	  0.00	999999.00	  0.00
DASYN160No1	ctp_c[c] + h_c[c] + pa160_c[c] + 3.1141e-05 prot_Q88MH5[c]  -> cdpdhdecg_c[c] + ppi_c[c] 	PP_1596	  0.00	999999.00	  0.00
DASYN161No1	ctp_c[c] + h_c[c] + pa161_c[c] + 3.1141e-05 prot_Q88MH5[c]  -> cdpdhdec9eg_c[c] + ppi_c[c] 	PP_1596	  0.00	999999.00	  0.00
DASYN180No1	ctp_c[c] + h_c[c] + pa180_c[c] + 3.1141e-05 prot_Q88MH5[c]  -> cdpdodecg_c[c] + ppi_c[c] 	PP_1596	  0.00	999999.00	  0.00
DASYN181No1	ctp_c[c] + h_c[c] + pa181_c[c] + 3.1141e-05 prot_Q88MH5[c]  -> cdpdodec11eg_c[c] + ppi_c[c] 	PP_1596	  0.00	999999.00	  0.00
arm_DB4PS	ru5p__D_c[c]  -> pmet_DB4PS[c] 	PP_3813 or PP_0530 or PP_0516	  0.00	999999.00	  0.00
DB4PSNo1	0.002333 prot_Q88GB1[c] + pmet_DB4PS[c]  -> db4p_c[c] + for_c[c] + h_c[c] 	PP_3813	  0.00	999999.00	  0.00
DB4PSNo2	pmet_DB4PS[c] + 0.002333 prot_Q88QG4[c]  -> db4p_c[c] + for_c[c] + h_c[c] 	PP_0530	  0.00	999999.00	  0.00
DB4PSNo3	0.002333 prot_Q88QH7[c] + pmet_DB4PS[c]  -> db4p_c[c] + for_c[c] + h_c[c] 	PP_0516	  0.00	999999.00	  0.00
DBTSNo1	atp_c[c] + co2_c[c] + dann_c[c] + 0.19841 prot_Q88QW8[c]  -> adp_c[c] + dtbt_c[c] + 3 h_c[c] + pi_c[c] 	PP_0366	  0.00	999999.00	  0.00
DCTPDNo1	dctp_c[c] + h_c[c] + h2o_c[c] + 0.00022401 prot_Q88NV4[c]  -> dutp_c[c] + nh4_c[c] 	PP_1100	  0.00	999999.00	  0.00
DCTPD2No1	ctp_c[c] + h_c[c] + h2o_c[c] + 0.00022401 prot_Q88NV4[c]  -> nh4_c[c] + utp_c[c] 	PP_1100	  0.00	999999.00	  0.00
DDGLKNo1	2ddglcn_c[c] + atp_c[c] + 2.5253e-05 prot_Q88HH9[c]  -> 2ddg6p_c[c] + adp_c[c] + h_c[c] 	PP_3378	  0.00	999999.00	  0.00
arm_DDPA	e4p_c[c] + h2o_c[c] + pep_c[c]  -> pmet_DDPA[c] 	PP_3080 or PP_2324 or PP_1866	  0.00	999999.00	  0.00
DDPANo1	pmet_DDPA[c] + 2.2769e-06 prot_Q88IB9[c]  -> 2dda7p_c[c] + pi_c[c] 	PP_3080	  0.00	999999.00	  0.00
DDPANo2	pmet_DDPA[c] + 2.2769e-06 prot_Q88KG6[c]  -> 2dda7p_c[c] + pi_c[c] 	PP_2324	  0.00	999999.00	  0.00
DDPANo3	pmet_DDPA[c] + 2.2769e-06 prot_Q88LR3[c]  -> 2dda7p_c[c] + pi_c[c] 	PP_1866	  0.00	999999.00	  0.00
DESATPE160No1	2 h_c[c] + 2 o2_c[c] + 2 nadph_c[c] + pe160_c[c] + 9.9562e-09 prot_Q88RB6[c]  -> 4 h2o_c[c] + 2 nadp_c[c] + pe161_c[c] 	PP_0217	  0.00	999999.00	  0.00
DESATPG160No1	2 h_c[c] + 2 o2_c[c] + 2 nadph_c[c] + pg160_c[c] + 9.9562e-09 prot_Q88RB6[c]  -> 4 h2o_c[c] + 2 nadp_c[c] + pg161_c[c] 	PP_0217	  0.00	999999.00	  0.00
DGK1No1	atp_c[c] + dgmp_c[c] + 1.3291e-06 prot_Q88C87[c]  -> adp_c[c] + dgdp_c[c] 	PP_5296	  0.00	999999.00	  0.00
arm_DOPDH	25dop_c[c] + h2o_c[c] + nadp_c[c]  -> pmet_DOPDH[c] 	PP_3602 or PP_1256	  0.00	999999.00	  0.00
DOPDHNo1	pmet_DOPDH[c] + 1.41e-06 prot_Q88GW5[c]  -> akg_c[c] + 2 h_c[c] + nadph_c[c] 	PP_3602	  0.00	999999.00	  0.00
DOPDHNo2	pmet_DOPDH[c] + 1.41e-06 prot_Q88NF5[c]  -> akg_c[c] + 2 h_c[c] + nadph_c[c] 	PP_1256	  0.00	999999.00	  0.00
DORNabcppNo1	atp_c[c] + h2o_c[c] + orn__D_p[p]  -> adp_c[c] + h_c[c] + orn__D_c[c] + pi_c[c] 	PP_0280 and PP_0281 and PP_0282 and PP_0283	  0.00	999999.00	  0.00
DPCOAKNo1	atp_c[c] + dpcoa_c[c] + 0.005775 prot_Q88Q65[c]  -> adp_c[c] + coa_c[c] + h_c[c] 	PP_0631	  0.00	999999.00	  0.00
arm_DPR	2dhp_c[c] + h_c[c] + nadph_c[c]  -> pmet_DPR[c] 	PP_2998 or PP_1351 or PP_2325	  0.00	999999.00	  0.00
DPRNo1	pmet_DPR[c] + 1.1111e-05 prot_Q88IK1[c]  -> nadp_c[c] + pant__R_c[c] 	PP_2998	  0.00	999999.00	  0.00
DPRNo2	pmet_DPR[c] + 1.1111e-05 prot_Q88N64[c]  -> nadp_c[c] + pant__R_c[c] 	PP_1351	  0.00	999999.00	  0.00
DPRNo3	pmet_DPR[c] + 1.1111e-05 prot_Q88KG5[c]  -> nadp_c[c] + pant__R_c[c] 	PP_2325	  0.00	999999.00	  0.00
arm_DSBAO1	dsbard_p[p] + q8_c[c]  -> pmet_DSBAO1[p] 	(PP_0127 and PP_0190) or (PP_0127 and PP_0809)	  0.00	999999.00	  0.00
DSBAO1No1	pmet_DSBAO1[p] + 1.2077e-07 prot_P59344[c] + 1.2077e-07 prot_Q88RK2[c]  -> dsbaox_p[p] + q8h2_c[c] 	PP_0127 and PP_0190	  0.00	999999.00	  0.00
DSBAO1No2	pmet_DSBAO1[p] + 1.2077e-07 prot_Q88RK2[c] + 1.2077e-07 prot_P59345[c]  -> dsbaox_p[p] + q8h2_c[c] 	PP_0127 and PP_0809	  0.00	999999.00	  0.00
DSBCGTNo1	dsbcox_p[p] + 2 gthrd_p[p] + 0.01634 prot_Q88MU9[c]  -> dsbcrd_p[p] + gthox_p[p] 	PP_1469	  0.00	999999.00	  0.00
arm_DSBDR	dsbdox_c[c] + trdrd_c[c]  -> pmet_DSBDR[c] 	(PP_0561 and PP_5215) or (PP_0561 and PP_0510) or (PP_0561 and PP_5069) or (PP_4235 and PP_5215) or (PP_4235 and PP_0510) or (PP_4235 and PP_5069)	  0.00	999999.00	  0.00
DSBDRNo1	7.716e-05 prot_Q88CG6[c] + 7.716e-05 prot_Q88QD3[c] + pmet_DSBDR[c]  -> dsbdrd_c[c] + trdox_c[c] 	PP_0561 and PP_5215	  0.00	999999.00	  0.00
DSBDRNo2	7.716e-05 prot_Q88QI2[c] + 7.716e-05 prot_Q88QD3[c] + pmet_DSBDR[c]  -> dsbdrd_c[c] + trdox_c[c] 	PP_0561 and PP_0510	  0.00	999999.00	  0.00
DSBDRNo3	7.716e-05 prot_Q88CW1[c] + 7.716e-05 prot_Q88QD3[c] + pmet_DSBDR[c]  -> dsbdrd_c[c] + trdox_c[c] 	PP_0561 and PP_5069	  0.00	999999.00	  0.00
DSBDRNo4	7.716e-05 prot_Q88CG6[c] + 7.716e-05 prot_Q88F64[c] + pmet_DSBDR[c]  -> dsbdrd_c[c] + trdox_c[c] 	PP_4235 and PP_5215	  0.00	999999.00	  0.00
DSBDRNo5	7.716e-05 prot_Q88QI2[c] + 7.716e-05 prot_Q88F64[c] + pmet_DSBDR[c]  -> dsbdrd_c[c] + trdox_c[c] 	PP_4235 and PP_0510	  0.00	999999.00	  0.00
DSBDRNo6	7.716e-05 prot_Q88CW1[c] + 7.716e-05 prot_Q88F64[c] + pmet_DSBDR[c]  -> dsbdrd_c[c] + trdox_c[c] 	PP_4235 and PP_5069	  0.00	999999.00	  0.00
DURADNo1	56dura_c[c] + nadp_c[c] + 0.00069444 prot_Q88FQ0[c] + 0.00069444 prot_Q88FQ1[c]  -> h_c[c] + nadph_c[c] + ura_c[c] 	PP_4038 and PP_4037	  0.00	999999.00	  0.00
DURAD2No1	56dthm_c[c] + nadp_c[c] + 0.00017361 prot_Q88FQ0[c] + 0.00017361 prot_Q88FQ1[c]  -> h_c[c] + nadph_c[c] + thym_c[c] 	PP_4038 and PP_4037	  0.00	999999.00	  0.00
DUTPDPNo1	dutp_c[c] + h2o_c[c] + 4.7646e-06 prot_Q88C95[c]  -> dump_c[c] + h_c[c] + ppi_c[c] 	PP_5286	  0.00	999999.00	  0.00
DXPRIiNo1	dxyl5p_c[c] + h_c[c] + nadph_c[c] + 0.00013889 prot_Q88MH4[c]  -> 2me4p_c[c] + nadp_c[c] 	PP_1597	  0.00	999999.00	  0.00
DXPSNo1	g3p_c[c] + h_c[c] + pyr_c[c] + 1.0365e-05 prot_Q88QG7[c]  -> co2_c[c] + dxyl5p_c[c] 	PP_0527	  0.00	999999.00	  0.00
E4PDNo1	e4p_c[c] + h2o_c[c] + nad_c[c] + 1.3889e-06 prot_Q88D63[c]  -> 4per_c[c] + 2 h_c[c] + nadh_c[c] 	PP_4964	  0.00	999999.00	  0.00
HBCENo1	3hbcoa_c[c] + 1.8519e-05 prot_Q88L02[c]  -> 3hbcoa__R_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_ECOAH1	3hbcoa_c[c]  -> pmet_ECOAH1[c] 	PP_2217 or PP_2136	  0.00	999999.00	  0.00
ECOAH1No1	1.462e-05 prot_Q88KS2[c] + pmet_ECOAH1[c]  -> b2coa_c[c] + h2o_c[c] 	PP_2217	  0.00	999999.00	  0.00
ECOAH1No2	1.8519e-05 prot_Q88L02[c] + pmet_ECOAH1[c]  -> b2coa_c[c] + h2o_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_ECOAH14	h2o_c[c] + hp2coa_c[c]  -> pmet_ECOAH14[c] 	PP_2136 or PP_2217	  0.00	999999.00	  0.00
ECOAH14No1	6.105e-09 prot_Q88L02[c] + pmet_ECOAH14[c]  -> 3hhpcoa_c[c] 	PP_2136	  0.00	999999.00	  0.00
ECOAH14No2	1.462e-05 prot_Q88KS2[c] + pmet_ECOAH14[c]  -> 3hhpcoa_c[c] 	PP_2217	  0.00	999999.00	  0.00
arm_ECOAH15	h2o_c[c] + nona2coa_c[c]  -> pmet_ECOAH15[c] 	PP_2217 or PP_2136	  0.00	999999.00	  0.00
ECOAH15No1	1.462e-05 prot_Q88KS2[c] + pmet_ECOAH15[c]  -> 3hnonacoa_c[c] 	PP_2217	  0.00	999999.00	  0.00
ECOAH15No2	6.105e-09 prot_Q88L02[c] + pmet_ECOAH15[c]  -> 3hnonacoa_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_ECOAH16	h2o_c[c] + pdca2coa_c[c]  -> pmet_ECOAH16[c] 	PP_2136 or PP_2217	  0.00	999999.00	  0.00
ECOAH16No1	6.105e-09 prot_Q88L02[c] + pmet_ECOAH16[c]  -> 3hpdecacoa_c[c] 	PP_2136	  0.00	999999.00	  0.00
ECOAH16No2	1.462e-05 prot_Q88KS2[c] + pmet_ECOAH16[c]  -> 3hpdecacoa_c[c] 	PP_2217	  0.00	999999.00	  0.00
arm_ECOAH17	h2o_c[c] + pnona2coa_c[c]  -> pmet_ECOAH17[c] 	PP_2217 or PP_2136	  0.00	999999.00	  0.00
ECOAH17No1	1.462e-05 prot_Q88KS2[c] + pmet_ECOAH17[c]  -> 3hpnonacoa_c[c] 	PP_2217	  0.00	999999.00	  0.00
ECOAH17No2	6.105e-09 prot_Q88L02[c] + pmet_ECOAH17[c]  -> 3hpnonacoa_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_ECOAH18	h2o_c[c] + pocta2coa_c[c]  -> pmet_ECOAH18[c] 	PP_2217 or PP_2136	  0.00	999999.00	  0.00
ECOAH18No1	1.462e-05 prot_Q88KS2[c] + pmet_ECOAH18[c]  -> 3hpoctacoa_c[c] 	PP_2217	  0.00	999999.00	  0.00
ECOAH18No2	6.105e-09 prot_Q88L02[c] + pmet_ECOAH18[c]  -> 3hpoctacoa_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_ECOAH19	h2o_c[c] + php2coa_c[c]  -> pmet_ECOAH19[c] 	PP_2136 or PP_2217	  0.00	999999.00	  0.00
ECOAH19No1	6.105e-09 prot_Q88L02[c] + pmet_ECOAH19[c]  -> 3hphpcoa_c[c] 	PP_2136	  0.00	999999.00	  0.00
ECOAH19No2	1.462e-05 prot_Q88KS2[c] + pmet_ECOAH19[c]  -> 3hphpcoa_c[c] 	PP_2217	  0.00	999999.00	  0.00
arm_ECOAH2	3hhcoa_c[c]  -> pmet_ECOAH2[c] 	PP_2217 or PP_2136 or PP_2047	  0.00	999999.00	  0.00
ECOAH2No1	1.462e-05 prot_Q88KS2[c] + pmet_ECOAH2[c]  -> h2o_c[c] + hx2coa_c[c] 	PP_2217	  0.00	999999.00	  0.00
ECOAH2No2	6.105e-09 prot_Q88L02[c] + pmet_ECOAH2[c]  -> h2o_c[c] + hx2coa_c[c] 	PP_2136	  0.00	999999.00	  0.00
ECOAH2No3	6.105e-09 prot_Q88L88[c] + pmet_ECOAH2[c]  -> h2o_c[c] + hx2coa_c[c] 	PP_2047	  0.00	999999.00	  0.00
arm_3HAD161	3hcpalm9eACP_c[c]  -> pmet_3HAD161[c] 	PP_4174 or PP_1602	  0.00	999999.00	  0.00
3HAD161No1	1.8519e-05 prot_Q88FC4[c] + pmet_3HAD161[c]  -> h2o_c[c] + t3c9palmeACP_c[c] 	PP_4174	  0.00	999999.00	  0.00
3HAD161No2	1.3228e-05 prot_Q88MG9[c] + pmet_3HAD161[c]  -> h2o_c[c] + t3c9palmeACP_c[c] 	PP_1602	  0.00	999999.00	  0.00
arm_3HAD180	3hoctaACP_c[c]  -> pmet_3HAD180[c] 	PP_1602 or PP_4174	  0.00	999999.00	  0.00
3HAD180No1	1.3228e-05 prot_Q88MG9[c] + pmet_3HAD180[c]  -> h2o_c[c] + toctd2eACP_c[c] 	PP_1602	  0.00	999999.00	  0.00
3HAD180No2	1.8519e-05 prot_Q88FC4[c] + pmet_3HAD180[c]  -> h2o_c[c] + toctd2eACP_c[c] 	PP_4174	  0.00	999999.00	  0.00
arm_3HAD181	3hcvac11eACP_c[c]  -> pmet_3HAD181[c] 	PP_1602 or PP_4174	  0.00	999999.00	  0.00
3HAD181No1	1.3228e-05 prot_Q88MG9[c] + pmet_3HAD181[c]  -> h2o_c[c] + t3c11vaceACP_c[c] 	PP_1602	  0.00	999999.00	  0.00
3HAD181No2	1.8519e-05 prot_Q88FC4[c] + pmet_3HAD181[c]  -> h2o_c[c] + t3c11vaceACP_c[c] 	PP_4174	  0.00	999999.00	  0.00
arm_3HAD40	3haACP_c[c]  -> pmet_3HAD40[c] 	PP_1602 or PP_4174	  0.00	999999.00	  0.00
3HAD40No1	1.3228e-05 prot_Q88MG9[c] + pmet_3HAD40[c]  -> but2eACP_c[c] + h2o_c[c] 	PP_1602	  0.00	999999.00	  0.00
3HAD40No2	1.8519e-05 prot_Q88FC4[c] + pmet_3HAD40[c]  -> but2eACP_c[c] + h2o_c[c] 	PP_4174	  0.00	999999.00	  0.00
arm_3HAD60	3hhexACP_c[c]  -> pmet_3HAD60[c] 	PP_4174 or PP_1602	  0.00	999999.00	  0.00
3HAD60No1	1.8519e-05 prot_Q88FC4[c] + pmet_3HAD60[c]  -> h2o_c[c] + thex2eACP_c[c] 	PP_4174	  0.00	999999.00	  0.00
3HAD60No2	1.3228e-05 prot_Q88MG9[c] + pmet_3HAD60[c]  -> h2o_c[c] + thex2eACP_c[c] 	PP_1602	  0.00	999999.00	  0.00
arm_3HAD80	3hoctACP_c[c]  -> pmet_3HAD80[c] 	PP_1602 or PP_4174	  0.00	999999.00	  0.00
3HAD80No1	1.3228e-05 prot_Q88MG9[c] + pmet_3HAD80[c]  -> h2o_c[c] + toct2eACP_c[c] 	PP_1602	  0.00	999999.00	  0.00
3HAD80No2	1.8519e-05 prot_Q88FC4[c] + pmet_3HAD80[c]  -> h2o_c[c] + toct2eACP_c[c] 	PP_4174	  0.00	999999.00	  0.00
3HLYTCLNo1	34dhphe_c[c] + h_c[c] + 0.000146199 prot_Q88JU5[c]  -> co2_c[c] + dopa_c[c] 	PP_2552	  0.00	999999.00	  0.00
3OADPCOATNo1	3oxoadp_c[c] + succoa_c[c] + 7.1786e-06 prot_P0A101[c] + 7.1786e-06 prot_Q88FX5[c]  -> oxadpcoa_c[c] + succ_c[c] 	PP_3951 and PP_3952	  0.00	999999.00	  0.00
3OAR100No1	3odecACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hdecACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR120No1	3oddecACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hddecACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR121No1	3ocddec5eACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hcddec5eACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR140No1	3omrsACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hmrsACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR141No1	3ocmrs7eACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hcmrs7eACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR160No1	3opalmACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hpalmACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR161No1	3ocpalm9eACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hcpalm9eACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR180No1	3ooctdACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hoctaACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR181No1	3ocvac11eACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hcvac11eACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR40No1	actACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3haACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR60No1	3ohexACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hhexACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
3OAR80No1	3ooctACP_c[c] + h_c[c] + nadph_c[c] + 2.7233e-06 prot_Q88LL6[c]  -> 3hoctACP_c[c] + nadp_c[c] 	PP_1914	  0.00	999999.00	  0.00
arm_3OAS100	h_c[c] + malACP_c[c] + ocACP_c[c]  -> pmet_3OAS100[c] 	PP_1916 or PP_4175 or PP_3303	  0.00	999999.00	  0.00
3OAS100No1	pmet_3OAS100[c] + 0.0059102 prot_Q88LL4[c]  -> 3odecACP_c[c] + ACP_c[c] + co2_c[c] 	PP_1916	  0.00	999999.00	  0.00
3OAS100No2	5.04134e-07 prot_Q88FC3[c] + pmet_3OAS100[c]  -> 3odecACP_c[c] + ACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
3OAS100No3	pmet_3OAS100[c] + 0.0059102 prot_Q88HQ0[c]  -> 3odecACP_c[c] + ACP_c[c] + co2_c[c] 	PP_3303	  0.00	999999.00	  0.00
arm_3OAS120	dcaACP_c[c] + h_c[c] + malACP_c[c]  -> pmet_3OAS120[c] 	PP_1916 or PP_4175 or PP_3303	  0.00	999999.00	  0.00
3OAS120No1	0.0059102 prot_Q88LL4[c] + pmet_3OAS120[c]  -> 3oddecACP_c[c] + ACP_c[c] + co2_c[c] 	PP_1916	  0.00	999999.00	  0.00
3OAS120No2	0.0034722 prot_Q88FC3[c] + pmet_3OAS120[c]  -> 3oddecACP_c[c] + ACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
3OAS120No3	0.0059102 prot_Q88HQ0[c] + pmet_3OAS120[c]  -> 3oddecACP_c[c] + ACP_c[c] + co2_c[c] 	PP_3303	  0.00	999999.00	  0.00
3OAS121No1	cdec3eACP_c[c] + h_c[c] + malACP_c[c] + 5.04134e-07 prot_Q88FC3[c]  -> 3ocddec5eACP_c[c] + ACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
arm_3OAS140	ddcaACP_c[c] + h_c[c] + malACP_c[c]  -> pmet_3OAS140[c] 	PP_1916 or PP_4175 or PP_3303	  0.00	999999.00	  0.00
3OAS140No1	0.0059102 prot_Q88LL4[c] + pmet_3OAS140[c]  -> 3omrsACP_c[c] + ACP_c[c] + co2_c[c] 	PP_1916	  0.00	999999.00	  0.00
3OAS140No2	0.0034722 prot_Q88FC3[c] + pmet_3OAS140[c]  -> 3omrsACP_c[c] + ACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
3OAS140No3	0.0059102 prot_Q88HQ0[c] + pmet_3OAS140[c]  -> 3omrsACP_c[c] + ACP_c[c] + co2_c[c] 	PP_3303	  0.00	999999.00	  0.00
3OAS141No1	cddec5eACP_c[c] + h_c[c] + malACP_c[c] + 5.04134e-07 prot_Q88FC3[c]  -> 3ocmrs7eACP_c[c] + ACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
arm_3OAS160	h_c[c] + malACP_c[c] + myrsACP_c[c]  -> pmet_3OAS160[c] 	PP_1916 or PP_4175 or PP_3303	  0.00	999999.00	  0.00
3OAS160No1	0.0059102 prot_Q88LL4[c] + pmet_3OAS160[c]  -> 3opalmACP_c[c] + ACP_c[c] + co2_c[c] 	PP_1916	  0.00	999999.00	  0.00
3OAS160No2	0.0034722 prot_Q88FC3[c] + pmet_3OAS160[c]  -> 3opalmACP_c[c] + ACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
3OAS160No3	0.0059102 prot_Q88HQ0[c] + pmet_3OAS160[c]  -> 3opalmACP_c[c] + ACP_c[c] + co2_c[c] 	PP_3303	  0.00	999999.00	  0.00
3OAS161No1	h_c[c] + malACP_c[c] + tdeACP_c[c] + 5.04134e-07 prot_Q88FC3[c]  -> 3ocpalm9eACP_c[c] + ACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
3OAS180No1	h_c[c] + malACP_c[c] + palmACP_c[c] + 0.0034722 prot_Q88FC3[c]  -> 3ooctdACP_c[c] + ACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
3OAS181No1	h_c[c] + hdeACP_c[c] + malACP_c[c] + 5.04134e-07 prot_Q88FC3[c]  -> 3ocvac11eACP_c[c] + ACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
arm_3OAS60	butACP_c[c] + h_c[c] + malACP_c[c]  -> pmet_3OAS60[c] 	PP_1916 or PP_4175 or PP_3303	  0.00	999999.00	  0.00
3OAS60No1	0.0059102 prot_Q88LL4[c] + pmet_3OAS60[c]  -> 3ohexACP_c[c] + ACP_c[c] + co2_c[c] 	PP_1916	  0.00	999999.00	  0.00
3OAS60No2	5.04134e-07 prot_Q88FC3[c] + pmet_3OAS60[c]  -> 3ohexACP_c[c] + ACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
