prot_IDs	usage
prot_Q88MF5_exchange	0.0115694055907232
prot_Q88MF7_exchange	0.999899999999352
prot_Q88MF9_exchange	0.443749104509411
prot_Q88MG0_exchange	0
prot_Q88MG1_exchange	0.234251277403951
prot_Q88MG4_exchange	0.9999
prot_Q88MG7_exchange	0.0110163011659169
prot_Q88MG8_exchange	0.145436130134026
prot_Q88MG9_exchange	1
prot_Q88MH0_exchange	0.667580246443153
prot_Q88MH4_exchange	0.999899999999352
prot_Q88MH6_exchange	0.0106838810036342
prot_Q88MH8_exchange	0.0304762691748429
prot_Q88MI3_exchange	0.497187597748305
prot_Q88MP5_exchange	0.420801886961009
prot_Q88MR4_exchange	1
prot_Q88MS3_exchange	0
prot_Q88MS4_exchange	0
prot_Q88MT7_exchange	0
prot_Q88MU0_exchange	0
prot_Q88MU7_exchange	1
prot_Q88MU8_exchange	0.656744107204717
prot_Q88MU9_exchange	0
prot_Q88MW1_exchange	0.371369387302919
prot_Q88MX4_exchange	0.514957233794495
prot_Q88MY2_exchange	0.000799545243853772
prot_Q88MZ2_exchange	0.0862288522625337
prot_Q88MZ9_exchange	0
prot_Q88N13_exchange	0
prot_Q88N27_exchange	0
prot_Q88N35_exchange	0
prot_Q88N36_exchange	0
prot_Q88N37_exchange	0
prot_Q88N39_exchange	0
prot_Q88N49_exchange	1
prot_Q88N54_exchange	0.0109205689256703
prot_Q88N71_exchange	0.0542454621960753
prot_Q88N74_exchange	0.117144840504556
prot_Q88N75_exchange	0
prot_Q88N76_exchange	0.248766140167622
prot_Q88N78_exchange	0.9999
prot_Q88N80_exchange	0.000246712529183065
prot_Q88N81_exchange	0.986453631074813
prot_Q88N82_exchange	0.000156253805199338
prot_Q88N89_exchange	0.9999
prot_Q88N93_exchange	0
prot_Q88N94_exchange	0
prot_Q88N95_exchange	0
prot_Q88NA1_exchange	0
prot_Q88NA8_exchange	0.132668352644646
prot_Q88NA9_exchange	0.100096577989002
prot_Q88NB2_exchange	0
prot_Q88NB5_exchange	0
prot_Q88NB8_exchange	0.9999
prot_Q88NB9_exchange	0.9999
prot_Q88NC0_exchange	0.9999
prot_Q88NF7_exchange	0
prot_Q88NF9_exchange	1
prot_Q88NG9_exchange	0.0589469119394706
prot_Q88NH2_exchange	0.00579779766720526
prot_Q88NH4_exchange	0
prot_Q88NH8_exchange	0.428890499036972
prot_Q88NI4_exchange	0
prot_Q88NJ4_exchange	0
prot_Q88NK1_exchange	0
prot_Q88NK2_exchange	0
prot_Q88NM8_exchange	0.0800072243369027
prot_Q88NN0_exchange	0.100199128006274
prot_Q88NR4_exchange	0
prot_Q88NR7_exchange	0
prot_Q88NR8_exchange	0
prot_Q88NS5_exchange	0.023823584245132
prot_Q88NV4_exchange	0
prot_Q88NV7_exchange	0
prot_Q88NW7_exchange	1
prot_Q88NX1_exchange	0.000717889848809254
prot_Q88NX4_exchange	0.00580727553897096
prot_Q88NX5_exchange	0
prot_Q88NX8_exchange	0
prot_Q88NY2_exchange	0
prot_Q88NY5_exchange	0
prot_Q88P16_exchange	0.99989999997616
prot_Q88P21_exchange	0.999899999999998
prot_Q88P22_exchange	0.791809002601145
prot_Q88P28_exchange	0.614129870970612
prot_Q88P29_exchange	0.471584525946862
prot_Q88P31_exchange	0.0128179987632149
prot_Q88P35_exchange	0
prot_Q88P38_exchange	0
prot_Q88P39_exchange	0
prot_Q88P42_exchange	0
prot_Q88P43_exchange	0.247044941210923
prot_Q88P44_exchange	0.131409094169992
prot_Q88P52_exchange	0
prot_Q88P53_exchange	0.00209791699903002
prot_Q88P54_exchange	0.101677087410831
prot_Q88P64_exchange	0.0353320318743425
prot_Q88P65_exchange	0.0613292141441436
prot_Q88P67_exchange	0.0386034246592796
prot_Q88P73_exchange	0
prot_Q88P76_exchange	0
prot_Q88P86_exchange	0.00152547699156154
prot_Q88P87_exchange	0.929480845366777
prot_Q88P88_exchange	0.34783201390698
prot_Q88P95_exchange	0.00377003832108195
prot_Q88P96_exchange	0.9999
prot_Q88P97_exchange	7.97914417137759e-07
prot_Q88P98_exchange	2.45615684818855e-07
prot_Q88P99_exchange	5.29536840547303e-07
prot_Q88PB4_exchange	0
prot_Q88PB8_exchange	0
prot_Q88PB9_exchange	0
prot_Q88PC0_exchange	0
prot_Q88PD0_exchange	0
prot_Q88PD5_exchange	0
